id_venta,fecha,id_cliente,id_producto,id_tienda,id_promocion,cantidad,precio_unitario,descuento,importe,costo_total,margen
35251,2024-01-02,167,153,11,18,1,1431.88,35.0,930.72,933.08,-2.36
29604,2025-08-24,4865,349,12,0,1,985.59,0.0,985.59,565.9,419.69
12838,2025-12-22,4914,373,7,11,2,319.08,35.0,414.8,400.58,14.22
3936,2024-06-16,4599,90,13,0,1,79.17,0.0,79.17,45.99,33.18
8915,2024-12-13,316,147,13,17,1,250.53,40.0,150.32,169.94,-19.62
32201,2024-10-20,2707,373,4,26,1,311.76,25.0,233.82,200.29,33.53
33956,2024-11-24,3558,337,2,4,3,367.42,15.0,936.92,662.25,274.67
7307,2024-11-24,2211,261,10,4,1,504.57,15.0,428.88,383.36,45.52
6020,2024-04-02,1516,376,6,2,1,742.21,20.0,593.77,565.38,28.39
15216,2024-09-10,1114,272,13,0,2,87.17,0.0,174.34,119.26,55.08
47937,2024-08-12,1226,449,14,0,1,346.64,0.0,346.64,206.18,140.46
47657,2024-04-06,167,458,8,2,1,1373.77,20.0,1099.02,998.66,100.36
29763,2025-04-01,4889,253,15,8,1,129.28,40.0,77.57,91.34,-13.77
18112,2024-04-07,2957,460,5,2,1,420.66,20.0,336.53,223.65,112.88
57639,2024-04-27,31,384,14,0,3,610.44,0.0,1831.32,1269.15,562.17
22088,2024-11-25,623,69,13,4,1,184.71,15.0,157.0,123.36,33.64
29263,2024-12-31,705,333,6,0,1,3971.1,0.0,3971.1,2659.84,1311.26
49203,2025-03-20,2769,393,15,7,1,500.53,25.0,375.4,281.18,94.22
47945,2024-09-02,1194,208,15,19,1,1883.31,15.0,1600.81,1132.38,468.43
45154,2025-12-17,4125,7,1,11,1,3563.03,35.0,2315.97,2701.78,-385.81
36230,2024-04-18,4392,208,11,0,1,1773.57,0.0,1773.57,1132.38,641.19
40727,2025-12-08,2275,193,9,11,1,271.04,35.0,176.18,210.11,-33.93
28783,2025-03-26,2134,261,15,22,2,495.95,25.0,743.92,766.72,-22.8
15558,2024-04-17,1916,171,4,0,1,757.4,0.0,757.4,494.44,262.96
850,2025-04-10,3698,257,6,0,1,201.12,0.0,201.12,139.82,61.3
39379,2025-12-12,604,208,5,11,2,1932.85,35.0,2512.7,2264.76,247.94
43983,2024-05-15,3643,429,5,0,1,1976.97,0.0,1976.97,1065.24,911.73
29577,2025-12-28,1158,342,15,0,2,3574.8,0.0,7149.6,5130.58,2019.02
40180,2024-06-20,3886,261,7,0,1,532.08,0.0,532.08,383.36,148.72
6937,2025-08-04,428,426,13,15,2,335.2,40.0,402.24,485.94,-83.7
35958,2024-12-08,2408,9,12,5,1,1405.37,0.0,1405.37,1072.99,332.38
16854,2024-11-11,2272,84,13,23,1,539.66,20.0,431.73,317.74,113.99
6852,2025-04-11,2137,153,9,0,1,1433.01,0.0,1433.01,933.08,499.93
46900,2024-02-01,2837,342,5,0,3,3906.55,0.0,11719.65,7695.87,4023.78
12994,2024-10-23,3937,233,3,26,1,759.36,25.0,569.52,512.58,56.94
42047,2024-04-18,4673,9,5,0,1,1470.25,0.0,1470.25,1072.99,397.26
24596,2024-12-15,4101,180,10,17,1,4762.59,40.0,2857.55,3621.93,-764.38
37800,2025-04-22,4344,100,10,16,1,2737.29,15.0,2326.7,2134.18,192.52
6176,2025-07-01,3671,27,10,36,1,90.97,30.0,63.68,57.77,5.91
8021,2024-04-06,1712,342,14,2,1,3748.06,20.0,2998.45,2565.29,433.16
16063,2025-11-25,2457,449,15,10,1,341.26,10.0,307.13,206.18,100.95
9368,2025-12-09,1601,67,5,11,1,1517.8,35.0,986.57,1077.51,-90.94
29939,2025-05-01,447,231,13,0,1,343.94,0.0,343.94,201.48,142.46
34243,2024-10-19,802,229,6,3,1,440.42,20.0,352.34,253.86,98.48
33009,2025-12-19,4081,458,6,11,1,1338.79,35.0,870.21,998.66,-128.45
13442,2024-02-14,29,116,12,0,3,1452.74,0.0,4358.22,2819.94,1538.28
43919,2025-01-20,4997,417,6,0,1,743.8,0.0,743.8,522.75,221.05
56969,2025-05-03,2080,435,5,0,1,287.81,0.0,287.81,188.77,99.04
41309,2025-11-27,251,9,4,10,2,1409.09,10.0,2536.36,2145.98,390.38
23375,2024-12-15,3591,29,6,17,2,138.68,40.0,166.42,184.94,-18.52
10802,2024-04-17,2669,99,3,0,1,77.55,0.0,77.55,43.07,34.48
52285,2025-11-25,3683,180,13,10,1,4680.83,10.0,4212.75,3621.93,590.82
42985,2024-01-28,881,231,2,0,1,335.55,0.0,335.55,201.48,134.07
22981,2024-12-29,4322,435,14,0,1,288.32,0.0,288.32,188.77,99.55
50237,2024-06-02,3299,363,10,0,1,7054.67,0.0,7054.67,4667.79,2386.88
51423,2025-12-18,4846,14,8,11,1,3000.62,35.0,1950.4,1648.58,301.82
54957,2024-10-23,1601,180,7,26,1,5013.2,25.0,3759.9,3621.93,137.97
59388,2025-09-25,1999,426,3,0,1,314.9,0.0,314.9,242.97,71.93
41971,2024-12-20,4378,253,7,5,1,143.95,30.0,100.76,91.34,9.42
36402,2024-10-14,2311,429,4,0,2,1764.31,0.0,3528.62,2130.48,1398.14
17456,2025-12-24,31,314,8,11,3,3867.53,35.0,7541.68,9153.48,-1611.8
50813,2024-11-25,2036,483,10,4,1,490.26,15.0,416.72,318.58,98.14
13379,2025-01-07,4322,346,4,0,2,3873.75,0.0,7747.5,5951.72,1795.78
17040,2024-07-23,3018,208,7,6,1,1714.69,35.0,1114.55,1132.38,-17.83
11125,2025-05-09,4288,9,10,0,1,1401.94,0.0,1401.94,1072.99,328.95
22787,2024-03-29,1351,208,1,0,1,1883.84,0.0,1883.84,1132.38,751.46
30488,2025-08-27,1160,429,14,0,1,1764.9,0.0,1764.9,1065.24,699.66
57586,2025-11-09,3565,449,5,0,1,318.83,0.0,318.83,206.18,112.65
31798,2024-11-07,1194,205,12,0,1,1172.45,0.0,1172.45,874.17,298.28
26765,2024-04-09,3454,292,14,0,1,1890.24,0.0,1890.24,1482.02,408.22
9807,2025-10-17,1210,362,10,9,1,7807.02,10.0,7026.32,5861.79,1164.53
19600,2024-01-27,2035,350,5,0,1,338.61,0.0,338.61,229.21,109.4
12968,2024-03-27,2235,125,7,0,1,294.63,0.0,294.63,179.91,114.72
6007,2025-10-12,169,9,11,38,1,1412.38,20.0,1129.9,1072.99,56.91
59446,2025-04-20,2188,342,6,0,1,3615.76,0.0,3615.76,2565.29,1050.47
52489,2025-12-22,496,426,6,11,3,330.97,35.0,645.39,728.91,-83.52
54727,2025-12-23,2180,208,10,11,1,1771.77,35.0,1151.65,1132.38,19.27
12427,2025-03-22,447,208,2,22,3,1874.87,25.0,4218.46,3397.14,821.32
58197,2024-07-16,2079,342,6,14,1,3873.16,10.0,3485.84,2565.29,920.55
46259,2024-11-08,2702,342,4,23,2,3595.0,20.0,5752.0,5130.58,621.42
1176,2024-12-27,1342,342,8,0,1,4004.47,0.0,4004.47,2565.29,1439.18
48687,2025-11-30,1694,435,10,0,1,317.99,0.0,317.99,188.77,129.22
8351,2024-11-25,4808,460,5,4,2,373.6,15.0,635.12,447.3,187.82
45493,2025-02-07,85,342,11,0,2,3911.78,0.0,7823.56,5130.58,2692.98
30109,2024-03-17,1164,208,14,0,1,1683.99,0.0,1683.99,1132.38,551.61
58558,2025-04-20,87,90,6,0,2,79.43,0.0,158.86,91.98,66.88
45728,2025-12-11,1026,147,2,11,1,251.74,35.0,163.63,169.94,-6.31
48283,2025-12-23,435,337,1,11,1,334.81,35.0,217.63,220.75,-3.12
15254,2024-03-19,2108,240,4,1,2,215.13,10.0,387.23,251.64,135.59
42333,2024-10-29,4274,65,10,0,1,4752.05,0.0,4752.05,2774.09,1977.96
38529,2024-12-29,4983,418,11,0,1,226.43,0.0,226.43,152.4,74.03
25872,2024-02-02,575,46,4,0,1,566.35,0.0,566.35,366.2,200.15
13557,2024-02-04,1526,344,4,0,2,4893.82,0.0,9787.64,7305.7,2481.94
39591,2024-03-22,304,257,15,1,1,178.8,10.0,160.92,139.82,21.1
44052,2025-05-14,1356,410,5,0,1,2079.67,0.0,2079.67,1479.61,600.06
28120,2024-03-10,447,326,13,0,1,2911.88,0.0,2911.88,2199.34,712.54
35814,2025-12-25,1916,429,15,0,2,1878.44,0.0,3756.88,2130.48,1626.4
13127,2024-11-03,3698,406,4,0,1,2724.9,0.0,2724.9,1563.05,1161.85
26397,2024-12-05,304,261,1,5,1,482.63,30.0,337.84,383.36,-45.52
56140,2024-05-05,729,342,11,0,3,3552.33,0.0,10656.99,7695.87,2961.12
16272,2024-12-21,1259,486,11,5,1,207.7,30.0,145.39,158.33,-12.94
16508,2024-10-26,4322,9,12,26,1,1470.4,25.0,1102.8,1072.99,29.81
10154,2025-03-25,493,161,5,22,1,186.13,25.0,139.6,126.23,13.37
8122,2025-08-06,1354,107,13,0,2,2217.85,0.0,4435.7,2746.16,1689.54
59016,2024-08-04,4018,336,10,0,1,7500.7,0.0,7500.7,5522.6,1978.1
43146,2025-12-10,1461,253,8,11,1,134.56,35.0,87.46,91.34,-3.88
54325,2025-09-06,447,208,8,0,2,1702.52,0.0,3405.04,2264.76,1140.28
48903,2025-05-08,999,342,2,0,1,4008.78,0.0,4008.78,2565.29,1443.49
4087,2024-09-19,4248,50,8,13,1,5053.07,10.0,4547.76,3248.76,1299.0
18267,2025-07-17,3549,6,10,29,1,4392.83,25.0,3294.62,3233.75,60.87
19043,2025-04-04,2004,426,14,8,1,326.85,40.0,196.11,242.97,-46.86
43744,2024-05-25,1987,208,14,0,1,1764.41,0.0,1764.41,1132.38,632.03
19733,2024-04-29,2448,100,10,0,1,2828.59,0.0,2828.59,2134.18,694.41
38073,2025-01-26,4322,342,15,0,1,3869.29,0.0,3869.29,2565.29,1304.0
24469,2024-01-30,2402,423,2,0,3,1576.28,0.0,4728.84,2998.83,1730.01
3157,2025-12-26,4081,9,10,0,1,1397.31,0.0,1397.31,1072.99,324.32
31758,2025-01-13,2728,438,5,0,1,3313.8,0.0,3313.8,2118.52,1195.28
10870,2024-03-25,4656,112,14,0,1,267.83,0.0,267.83,155.25,112.58
52848,2024-11-18,241,253,13,0,2,139.13,0.0,278.26,182.68,95.58
31639,2024-08-09,3738,112,15,0,3,259.99,0.0,779.97,465.75,314.22
19575,2025-02-08,4454,435,15,0,1,319.71,0.0,319.71,188.77,130.94
5848,2024-05-15,1572,344,1,0,2,4479.68,0.0,8959.36,7305.7,1653.66
40074,2025-03-01,4322,180,4,0,1,4374.89,0.0,4374.89,3621.93,752.96
53438,2024-12-21,2798,240,14,5,2,212.57,30.0,297.6,251.64,45.96
19967,2025-04-17,1681,99,5,0,1,79.48,0.0,79.48,43.07,36.41
25229,2025-09-25,4831,449,12,0,2,354.23,0.0,708.46,412.36,296.1
11913,2024-04-20,3589,261,14,0,1,549.11,0.0,549.11,383.36,165.75
59940,2024-12-05,3252,125,1,5,2,283.81,30.0,397.33,359.82,37.51
44969,2024-01-29,4011,402,4,0,1,3790.1,0.0,3790.1,2577.61,1212.49
23446,2024-12-21,321,429,1,5,2,1793.31,30.0,2510.63,2130.48,380.15
42329,2024-04-13,3683,493,8,0,1,366.7,0.0,366.7,260.43,106.27
19420,2025-11-20,2728,493,13,0,1,352.55,0.0,352.55,260.43,92.12
53097,2024-11-27,86,208,12,4,1,1896.87,15.0,1612.34,1132.38,479.96
49193,2024-04-06,3276,261,11,2,1,481.85,20.0,385.48,383.36,2.12
41152,2025-12-08,1229,342,14,11,2,3520.09,35.0,4576.12,5130.58,-554.46
485,2025-12-27,447,201,5,0,1,2065.54,0.0,2065.54,1414.45,651.09
2781,2025-03-26,803,417,6,22,1,751.3,25.0,563.47,522.75,40.72
9037,2025-04-16,4819,289,8,0,1,5098.19,0.0,5098.19,3467.55,1630.64
907,2025-03-24,2557,342,8,22,2,3931.9,25.0,5897.85,5130.58,767.27
