id_cliente,recencia,frecuencia,monto,ticket_promedio,categoria_preferida,segmento,nombre_segmento
31,7.0,26,68478.02,2633.77,Celulares,2,Campeones
32,106.0,3,6736.54,2245.51,Laptops,3,Nuevos / Prometedores
33,261.0,16,19963.3,1247.71,Celulares,1,En riesgo (alto valor)
34,343.0,2,2427.17,1213.58,Sin Categoria,0,Dormidos / Perdidos
35,365.0,5,16615.85,3323.17,Celulares,0,Dormidos / Perdidos
36,20.0,7,12243.0,1749.0,Monitores,1,En riesgo (alto valor)
37,386.0,4,5707.8099999999995,1426.95,Celulares,0,Dormidos / Perdidos
38,50.0,2,2234.89,1117.44,Sin Categoria,3,Nuevos / Prometedores
39,260.0,1,3464.14,3464.14,Laptops,3,Nuevos / Prometedores
40,260.0,3,12477.960000000001,4159.32,Celulares,3,Nuevos / Prometedores
41,,0,0.0,0.0,,-1,Sin Actividad
42,,0,0.0,0.0,,-1,Sin Actividad
43,370.0,9,9779.66,1086.63,Celulares,0,Dormidos / Perdidos
44,456.0,3,4360.98,1453.66,Hogar Inteligente,0,Dormidos / Perdidos
45,43.0,11,46569.26,4233.57,Sin Categoria,1,En riesgo (alto valor)
46,247.0,3,7789.4400000000005,2596.48,Celulares,3,Nuevos / Prometedores
47,284.0,22,52157.55,2370.8,Celulares,1,En riesgo (alto valor)
48,369.0,2,9820.38,4910.19,Celulares,0,Dormidos / Perdidos
49,39.0,17,23293.670000000002,1370.22,Celulares,1,En riesgo (alto valor)
50,102.0,5,6881.41,1376.28,Computadoras,3,Nuevos / Prometedores
51,405.0,2,776.21,388.1,Almacenamiento,0,Dormidos / Perdidos
52,16.0,25,42539.61,1701.58,Celulares,2,Campeones
53,440.0,3,6121.89,2040.63,Celulares,0,Dormidos / Perdidos
54,614.0,1,962.62,962.62,Gaming,0,Dormidos / Perdidos
55,358.0,4,5655.63,1413.91,Celulares,0,Dormidos / Perdidos
56,,0,0.0,0.0,,-1,Sin Actividad
57,,0,0.0,0.0,,-1,Sin Actividad
58,415.0,1,102.42,102.42,Accesorios,0,Dormidos / Perdidos
59,70.0,12,38249.82,3187.48,Computadoras,1,En riesgo (alto valor)
60,107.0,9,8185.85,909.54,Sin Categoria,1,En riesgo (alto valor)
61,,0,0.0,0.0,,-1,Sin Actividad
62,24.0,15,43824.28,2921.62,Celulares,1,En riesgo (alto valor)
63,115.0,4,7108.94,1777.24,Celulares,3,Nuevos / Prometedores
64,729.0,1,2413.04,2413.04,Componentes,0,Dormidos / Perdidos
65,,0,0.0,0.0,,-1,Sin Actividad
66,263.0,6,17148.4,2858.07,Celulares,1,En riesgo (alto valor)
67,13.0,4,6056.24,1514.06,Monitores,3,Nuevos / Prometedores
68,33.0,10,46567.15,4656.72,Gaming,1,En riesgo (alto valor)
69,,0,0.0,0.0,,-1,Sin Actividad
70,282.0,16,28487.86,1780.49,Celulares,1,En riesgo (alto valor)
71,277.0,12,31147.21,2595.6,Celulares,1,En riesgo (alto valor)
72,434.0,2,3110.25,1555.12,Celulares,0,Dormidos / Perdidos
73,500.0,6,10581.39,1763.56,Celulares,0,Dormidos / Perdidos
74,10.0,4,9618.58,2404.64,Celulares,3,Nuevos / Prometedores
75,,0,0.0,0.0,,-1,Sin Actividad
76,90.0,3,10788.94,3596.31,Celulares,3,Nuevos / Prometedores
77,,0,0.0,0.0,,-1,Sin Actividad
78,517.0,7,13901.63,1985.95,Celulares,0,Dormidos / Perdidos
79,81.0,4,9366.960000000001,2341.74,Celulares,3,Nuevos / Prometedores
80,373.0,3,5977.56,1992.52,Celulares,0,Dormidos / Perdidos
81,590.0,2,2087.7799999999997,1043.89,Redes,0,Dormidos / Perdidos
82,442.0,1,1426.42,1426.42,Sin Categoria,0,Dormidos / Perdidos
83,414.0,5,17647.55,3529.51,Computadoras,0,Dormidos / Perdidos
84,10.0,14,24407.91,1743.42,Celulares,1,En riesgo (alto valor)
85,267.0,53,156748.49,2957.52,Celulares,2,Campeones
86,281.0,3,7174.06,2391.35,Sin Categoria,0,Dormidos / Perdidos
87,255.0,3,5895.71,1965.24,Sin Categoria,3,Nuevos / Prometedores
88,365.0,1,5134.64,5134.64,Celulares,0,Dormidos / Perdidos
89,9.0,12,18233.34,1519.44,Computadoras,1,En riesgo (alto valor)
90,,0,0.0,0.0,,-1,Sin Actividad
91,698.0,1,64061.02,64061.02,Perifericos,0,Dormidos / Perdidos
92,266.0,7,23899.92,3414.27,Computadoras,1,En riesgo (alto valor)
93,,0,0.0,0.0,,-1,Sin Actividad
94,342.0,2,1730.6499999999999,865.32,Celulares,0,Dormidos / Perdidos
95,137.0,12,36449.37,3037.45,Celulares,1,En riesgo (alto valor)
96,,0,0.0,0.0,,-1,Sin Actividad
97,191.0,8,10645.55,1330.69,Tablets,1,En riesgo (alto valor)
98,50.0,4,18645.63,4661.41,Computadoras,1,En riesgo (alto valor)
99,21.0,3,3532.66,1177.55,Computadoras,3,Nuevos / Prometedores
100,,0,0.0,0.0,,-1,Sin Actividad
101,19.0,68,616916.18,9072.3,Celulares,2,Campeones
102,,0,0.0,0.0,,-1,Sin Actividad
103,623.0,3,5319.21,1773.07,Celulares,0,Dormidos / Perdidos
104,,0,0.0,0.0,,-1,Sin Actividad
105,656.0,2,2612.79,1306.4,Sin Categoria,0,Dormidos / Perdidos
106,20.0,1,2416.28,2416.28,Componentes,3,Nuevos / Prometedores
107,,0,0.0,0.0,,-1,Sin Actividad
108,41.0,3,19247.45,6415.82,Laptops,3,Nuevos / Prometedores
109,341.0,4,17331.44,4332.86,Celulares,0,Dormidos / Perdidos
110,294.0,2,8739.26,4369.63,Celulares,0,Dormidos / Perdidos
111,,0,0.0,0.0,,-1,Sin Actividad
112,257.0,56,125042.5,2232.9,Celulares,2,Campeones
113,54.0,3,6211.78,2070.59,Celulares,3,Nuevos / Prometedores
114,160.0,3,1729.96,576.65,Audio,3,Nuevos / Prometedores
115,,0,0.0,0.0,,-1,Sin Actividad
116,10.0,2,1479.17,739.58,Impresion,3,Nuevos / Prometedores
117,8.0,12,21315.96,1776.33,Computadoras,1,En riesgo (alto valor)
118,262.0,4,10340.539999999999,2585.13,Celulares,3,Nuevos / Prometedores
119,288.0,2,2976.01,1488.0,Celulares,0,Dormidos / Perdidos
120,260.0,1,4038.41,4038.41,Celulares,3,Nuevos / Prometedores
121,259.0,7,6562.99,937.57,Sin Categoria,3,Nuevos / Prometedores
122,,0,0.0,0.0,,-1,Sin Actividad
123,211.0,1,10117.3,10117.3,Laptops,3,Nuevos / Prometedores
124,17.0,4,8343.7,2085.93,Laptops,3,Nuevos / Prometedores
125,373.0,2,2361.33,1180.66,Impresion,0,Dormidos / Perdidos
126,614.0,4,6771.66,1692.92,Celulares,0,Dormidos / Perdidos
127,263.0,27,56024.69,2074.99,Celulares,2,Campeones
128,1.0,9,9942.539999999999,1104.73,Celulares,1,En riesgo (alto valor)
129,32.0,4,4881.54,1220.38,Computadoras,3,Nuevos / Prometedores
130,710.0,2,4873.97,2436.98,Laptops,0,Dormidos / Perdidos
131,289.0,4,2151.46,537.86,Sin Categoria,0,Dormidos / Perdidos
132,448.0,5,6806.75,1361.35,Celulares,0,Dormidos / Perdidos
133,35.0,7,15590.77,2227.25,Celulares,1,En riesgo (alto valor)
134,181.0,1,1127.41,1127.41,Celulares,3,Nuevos / Prometedores
135,7.0,37,371046.35,10028.28,Gaming,2,Campeones
136,67.0,7,16701.3,2385.9,Celulares,1,En riesgo (alto valor)
137,36.0,19,50436.77,2654.57,Celulares,1,En riesgo (alto valor)
138,388.0,1,2697.34,2697.34,Celulares,0,Dormidos / Perdidos
139,22.0,1,2932.57,2932.57,Computadoras,3,Nuevos / Prometedores
140,,0,0.0,0.0,,-1,Sin Actividad
141,210.0,3,3477.09,1159.03,Computadoras,3,Nuevos / Prometedores
142,,0,0.0,0.0,,-1,Sin Actividad
143,122.0,17,15889.73,934.69,Celulares,1,En riesgo (alto valor)
144,1.0,15,39211.14,2614.08,Laptops,1,En riesgo (alto valor)
145,369.0,9,18278.34,2030.93,Computadoras,1,En riesgo (alto valor)
146,61.0,7,10039.779999999999,1434.25,Audio,1,En riesgo (alto valor)
147,145.0,11,27569.5,2506.32,Laptops,1,En riesgo (alto valor)
148,401.0,5,5495.4400000000005,1099.09,Celulares,0,Dormidos / Perdidos
149,241.0,10,17752.41,1775.24,Celulares,1,En riesgo (alto valor)
150,420.0,5,3830.0299999999997,766.01,Laptops,0,Dormidos / Perdidos
151,276.0,14,22750.47,1625.03,Celulares,1,En riesgo (alto valor)
152,,0,0.0,0.0,,-1,Sin Actividad
153,344.0,14,19770.06,1412.15,Celulares,1,En riesgo (alto valor)
154,,0,0.0,0.0,,-1,Sin Actividad
155,178.0,7,25394.649999999998,3627.81,Celulares,1,En riesgo (alto valor)
156,,0,0.0,0.0,,-1,Sin Actividad
157,,0,0.0,0.0,,-1,Sin Actividad
158,44.0,16,582589.05,36411.82,Celulares,2,Campeones
159,279.0,14,26081.65,1862.98,Laptops,1,En riesgo (alto valor)
160,30.0,18,31936.760000000002,1774.26,Celulares,1,En riesgo (alto valor)
161,258.0,29,73547.17,2536.11,Laptops,2,Campeones
162,662.0,1,3615.19,3615.19,Laptops,0,Dormidos / Perdidos
163,,0,0.0,0.0,,-1,Sin Actividad
164,364.0,3,5850.23,1950.08,Celulares,0,Dormidos / Perdidos
165,1.0,22,53712.59,2441.48,Celulares,2,Campeones
166,,0,0.0,0.0,,-1,Sin Actividad
167,1.0,254,2172680.48,8553.86,Celulares,2,Campeones
168,96.0,6,12537.49,2089.58,Celulares,1,En riesgo (alto valor)
169,2.0,82,132033.56,1610.17,Celulares,2,Campeones
170,276.0,3,2130.84,710.28,Celulares,0,Dormidos / Perdidos
171,513.0,3,7104.2,2368.07,Celulares,0,Dormidos / Perdidos
172,4.0,7,11243.23,1606.18,Sin Categoria,1,En riesgo (alto valor)
173,18.0,13,433337.0,33333.62,Sin Categoria,2,Campeones
174,,0,0.0,0.0,,-1,Sin Actividad
175,2.0,48,66336.45,1382.01,Celulares,2,Campeones
176,11.0,23,45954.76,1998.03,Celulares,2,Campeones
177,,0,0.0,0.0,,-1,Sin Actividad
178,,0,0.0,0.0,,-1,Sin Actividad
179,219.0,6,15208.880000000001,2534.81,Celulares,1,En riesgo (alto valor)
180,609.0,3,5312.99,1771.0,Celulares,0,Dormidos / Perdidos
181,13.0,5,15343.03,3068.61,Celulares,1,En riesgo (alto valor)
182,,0,0.0,0.0,,-1,Sin Actividad
183,334.0,7,10897.92,1556.85,Sin Categoria,0,Dormidos / Perdidos
184,160.0,11,14529.68,1320.88,Sin Categoria,1,En riesgo (alto valor)
185,359.0,3,5221.4,1740.47,Sin Categoria,0,Dormidos / Perdidos
186,289.0,2,5937.13,2968.56,Celulares,0,Dormidos / Perdidos
187,677.0,4,4606.88,1151.72,Componentes,0,Dormidos / Perdidos
188,,0,0.0,0.0,,-1,Sin Actividad
189,233.0,3,8919.41,2973.14,Audio,3,Nuevos / Prometedores
190,6.0,78,169003.8,2166.72,Celulares,2,Campeones
191,,0,0.0,0.0,,-1,Sin Actividad
192,,0,0.0,0.0,,-1,Sin Actividad
193,567.0,1,352.92,352.92,Accesorios,0,Dormidos / Perdidos
194,,0,0.0,0.0,,-1,Sin Actividad
195,4.0,13,38504.86,2961.91,Sin Categoria,1,En riesgo (alto valor)
196,8.0,7,8817.27,1259.61,Celulares,1,En riesgo (alto valor)
197,,0,0.0,0.0,,-1,Sin Actividad
198,3.0,49,1019023.1399999999,20796.39,Laptops,2,Campeones
199,,0,0.0,0.0,,-1,Sin Actividad
200,38.0,15,46922.72,3128.18,Laptops,1,En riesgo (alto valor)
201,280.0,9,27408.18,3045.35,Laptops,1,En riesgo (alto valor)
202,617.0,3,11251.089999999998,3750.36,Computadoras,0,Dormidos / Perdidos
203,471.0,2,5255.59,2627.8,Celulares,0,Dormidos / Perdidos
204,393.0,1,2701.34,2701.34,Celulares,0,Dormidos / Perdidos
205,132.0,10,31894.329999999998,3189.43,Celulares,1,En riesgo (alto valor)
206,68.0,12,24534.67,2044.56,Celulares,1,En riesgo (alto valor)
207,447.0,8,16888.29,2111.04,Celulares,0,Dormidos / Perdidos
208,331.0,1,7277.18,7277.18,Componentes,0,Dormidos / Perdidos
209,2.0,21,56122.020000000004,2672.48,Celulares,2,Campeones
210,2.0,90,196398.94,2182.21,Celulares,2,Campeones
211,336.0,9,12637.550000000001,1404.17,Celulares,1,En riesgo (alto valor)
212,277.0,14,26733.67,1909.55,Computadoras,1,En riesgo (alto valor)
213,57.0,9,150217.58,16690.84,Celulares,1,En riesgo (alto valor)
214,345.0,5,3483.76,696.75,Celulares,0,Dormidos / Perdidos
215,555.0,3,11314.45,3771.48,Celulares,0,Dormidos / Perdidos
216,263.0,10,26554.32,2655.43,Celulares,1,En riesgo (alto valor)
217,,0,0.0,0.0,,-1,Sin Actividad
218,97.0,5,10579.02,2115.8,Computadoras,3,Nuevos / Prometedores
219,67.0,9,20659.51,2295.5,Celulares,1,En riesgo (alto valor)
220,484.0,1,1169.77,1169.77,Audio,0,Dormidos / Perdidos
221,646.0,1,2007.62,2007.62,Celulares,0,Dormidos / Perdidos
222,288.0,7,16153.92,2307.7,Celulares,1,En riesgo (alto valor)
223,338.0,7,11541.06,1648.72,Celulares,0,Dormidos / Perdidos
224,27.0,2,5392.46,2696.23,Computadoras,3,Nuevos / Prometedores
225,31.0,14,49020.5,3501.46,Celulares,1,En riesgo (alto valor)
226,22.0,18,51356.81,2853.16,Celulares,1,En riesgo (alto valor)
227,16.0,4,8631.72,2157.93,Sin Categoria,3,Nuevos / Prometedores
228,,0,0.0,0.0,,-1,Sin Actividad
229,9.0,36,80368.68000000001,2232.46,Celulares,2,Campeones
230,53.0,26,61546.8,2367.18,Computadoras,2,Campeones
231,,0,0.0,0.0,,-1,Sin Actividad
232,,0,0.0,0.0,,-1,Sin Actividad
233,308.0,4,6351.52,1587.88,Celulares,0,Dormidos / Perdidos
234,27.0,11,726589.81,66053.62,Celulares,2,Campeones
235,,0,0.0,0.0,,-1,Sin Actividad
236,180.0,3,3316.88,1105.63,Celulares,3,Nuevos / Prometedores
237,400.0,4,6894.72,1723.68,Celulares,0,Dormidos / Perdidos
238,35.0,27,73031.14,2704.86,Computadoras,2,Campeones
239,34.0,7,7628.54,1089.79,Celulares,1,En riesgo (alto valor)
240,145.0,4,4694.87,1173.72,Impresion,3,Nuevos / Prometedores
241,325.0,32,79394.52,2481.08,Celulares,2,Campeones
242,369.0,2,7991.34,3995.67,Celulares,0,Dormidos / Perdidos
243,,0,0.0,0.0,,-1,Sin Actividad
244,14.0,15,16742.88,1116.19,Celulares,1,En riesgo (alto valor)
245,,0,0.0,0.0,,-1,Sin Actividad
246,59.0,17,42323.62,2489.62,Celulares,1,En riesgo (alto valor)
247,,0,0.0,0.0,,-1,Sin Actividad
248,713.0,2,4325.47,2162.74,Gaming,0,Dormidos / Perdidos
249,5.0,46,110459.02,2401.28,Celulares,2,Campeones
250,189.0,7,14141.63,2020.23,Celulares,1,En riesgo (alto valor)
251,34.0,13,22716.25,1747.4,Celulares,1,En riesgo (alto valor)
252,,0,0.0,0.0,,-1,Sin Actividad
253,78.0,3,7367.09,2455.7,Celulares,3,Nuevos / Prometedores
254,12.0,10,16355.03,1635.5,Celulares,1,En riesgo (alto valor)
255,31.0,3,9227.880000000001,3075.96,Sin Categoria,3,Nuevos / Prometedores
256,,0,0.0,0.0,,-1,Sin Actividad
257,,0,0.0,0.0,,-1,Sin Actividad
258,36.0,9,27867.72,3096.41,Celulares,1,En riesgo (alto valor)
259,311.0,9,25798.91,2866.55,Laptops,1,En riesgo (alto valor)
260,10.0,14,24277.64,1734.12,Celulares,1,En riesgo (alto valor)
261,217.0,13,18580.33,1429.26,Tablets,1,En riesgo (alto valor)
262,139.0,8,202145.96,25268.24,Laptops,1,En riesgo (alto valor)
263,13.0,4,2998.82,749.7,Celulares,3,Nuevos / Prometedores
264,181.0,8,16386.31,2048.29,Celulares,1,En riesgo (alto valor)
265,281.0,8,11953.52,1494.19,Sin Categoria,1,En riesgo (alto valor)
266,134.0,6,20290.88,3381.81,Computadoras,1,En riesgo (alto valor)
267,290.0,1,3996.07,3996.07,Celulares,0,Dormidos / Perdidos
268,2.0,51,100016.51000000001,1961.11,Celulares,2,Campeones
269,,0,0.0,0.0,,-1,Sin Actividad
270,277.0,1,3530.32,3530.32,Computadoras,0,Dormidos / Perdidos
271,389.0,4,4759.7300000000005,1189.93,Gaming,0,Dormidos / Perdidos
272,8.0,10,12067.76,1206.78,Celulares,1,En riesgo (alto valor)
273,649.0,1,290.59,290.59,Accesorios,0,Dormidos / Perdidos
274,542.0,8,9516.67,1189.58,Celulares,0,Dormidos / Perdidos
275,3.0,99,1699280.3800000001,17164.45,Celulares,2,Campeones
276,392.0,2,590.4300000000001,295.22,Perifericos,0,Dormidos / Perdidos
277,32.0,20,53146.25,2657.31,Celulares,1,En riesgo (alto valor)
278,,0,0.0,0.0,,-1,Sin Actividad
279,,0,0.0,0.0,,-1,Sin Actividad
280,154.0,2,3129.63,1564.82,Celulares,3,Nuevos / Prometedores
281,,0,0.0,0.0,,-1,Sin Actividad
282,,0,0.0,0.0,,-1,Sin Actividad
283,692.0,1,3387.5,3387.5,Laptops,0,Dormidos / Perdidos
284,344.0,4,7008.15,1752.04,Celulares,0,Dormidos / Perdidos
285,32.0,8,11400.39,1425.05,Computadoras,1,En riesgo (alto valor)
286,12.0,29,63705.93,2196.76,Celulares,2,Campeones
287,,0,0.0,0.0,,-1,Sin Actividad
288,322.0,1,341.46,341.46,Accesorios,0,Dormidos / Perdidos
289,,0,0.0,0.0,,-1,Sin Actividad
290,654.0,1,1288.2,1288.2,Tablets,0,Dormidos / Perdidos
291,91.0,5,28940.89,5788.18,Celulares,1,En riesgo (alto valor)
292,259.0,1,1845.32,1845.32,Sin Categoria,0,Dormidos / Perdidos
293,11.0,34,57801.08,1700.03,Celulares,2,Campeones
294,347.0,10,17765.5,1776.55,Celulares,1,En riesgo (alto valor)
295,149.0,4,7590.01,1897.5,Celulares,3,Nuevos / Prometedores
296,16.0,35,63044.11,1801.26,Celulares,2,Campeones
297,10.0,15,27972.3,1864.82,Celulares,1,En riesgo (alto valor)
298,435.0,7,8072.200000000001,1153.17,Gaming,0,Dormidos / Perdidos
299,4.0,4,1493.5900000000001,373.4,Accesorios,3,Nuevos / Prometedores
300,157.0,9,18232.62,2025.85,Componentes,1,En riesgo (alto valor)
301,22.0,10,18097.99,1809.8,Computadoras,1,En riesgo (alto valor)
302,,0,0.0,0.0,,-1,Sin Actividad
303,287.0,4,7473.26,1868.32,Celulares,0,Dormidos / Perdidos
304,259.0,26,71392.56,2745.87,Celulares,2,Campeones
305,62.0,6,17158.56,2859.76,Monitores,1,En riesgo (alto valor)
306,,0,0.0,0.0,,-1,Sin Actividad
307,394.0,4,12668.73,3167.18,Celulares,0,Dormidos / Perdidos
308,90.0,20,41360.81,2068.04,Celulares,1,En riesgo (alto valor)
309,295.0,37,81342.52,2198.45,Celulares,2,Campeones
310,,0,0.0,0.0,,-1,Sin Actividad
311,16.0,20,39407.77,1970.39,Celulares,1,En riesgo (alto valor)
312,75.0,17,30795.27,1811.49,Celulares,1,En riesgo (alto valor)
313,,0,0.0,0.0,,-1,Sin Actividad
314,366.0,11,22967.89,2087.99,Celulares,1,En riesgo (alto valor)
315,349.0,3,4630.5599999999995,1543.52,Celulares,0,Dormidos / Perdidos
316,383.0,1,150.32,150.32,Gaming,0,Dormidos / Perdidos
317,496.0,4,2792.5,698.12,Tablets,0,Dormidos / Perdidos
318,218.0,10,23173.61,2317.36,Celulares,1,En riesgo (alto valor)
319,393.0,7,8529.94,1218.56,Celulares,0,Dormidos / Perdidos
320,10.0,4,2323.14,580.78,Sin Categoria,3,Nuevos / Prometedores
321,47.0,23,51725.72,2248.94,Celulares,2,Campeones
322,2.0,13,18892.89,1453.3,Celulares,1,En riesgo (alto valor)
323,24.0,14,39706.61,2836.19,Celulares,1,En riesgo (alto valor)
324,187.0,5,47304.15,9460.83,Accesorios,1,En riesgo (alto valor)
325,,0,0.0,0.0,,-1,Sin Actividad
326,724.0,1,390.47,390.47,Perifericos,0,Dormidos / Perdidos
327,214.0,17,218398.35,12846.96,Celulares,2,Campeones
328,82.0,3,12166.71,4055.57,Celulares,3,Nuevos / Prometedores
329,5.0,96,521150.73,5428.65,Tablets,2,Campeones
330,1.0,12,27994.75,2332.9,Celulares,1,En riesgo (alto valor)
331,5.0,13,29758.81,2289.14,Celulares,1,En riesgo (alto valor)
332,284.0,5,10920.93,2184.19,Laptops,1,En riesgo (alto valor)
333,134.0,7,22838.93,3262.7,Celulares,1,En riesgo (alto valor)
334,279.0,6,6060.719999999999,1010.12,Celulares,3,Nuevos / Prometedores
335,370.0,3,3325.14,1108.38,Almacenamiento,0,Dormidos / Perdidos
336,265.0,24,50244.22,2093.51,Celulares,1,En riesgo (alto valor)
337,13.0,13,28992.23,2230.17,Computadoras,1,En riesgo (alto valor)
338,347.0,7,18740.77,2677.25,Celulares,1,En riesgo (alto valor)
339,257.0,4,5188.06,1297.02,Tablets,3,Nuevos / Prometedores
340,,0,0.0,0.0,,-1,Sin Actividad
341,,0,0.0,0.0,,-1,Sin Actividad
342,33.0,11,25644.2,2331.29,Laptops,1,En riesgo (alto valor)
343,,0,0.0,0.0,,-1,Sin Actividad
344,137.0,7,15226.77,2175.25,Sin Categoria,1,En riesgo (alto valor)
345,,0,0.0,0.0,,-1,Sin Actividad
346,536.0,3,6954.73,2318.24,Celulares,0,Dormidos / Perdidos
347,,0,0.0,0.0,,-1,Sin Actividad
348,285.0,17,14431.17,848.89,Componentes,1,En riesgo (alto valor)
349,102.0,14,15729.94,1123.57,Celulares,1,En riesgo (alto valor)
350,30.0,1,364.3,364.3,Perifericos,3,Nuevos / Prometedores
351,2.0,39,78767.49,2019.68,Celulares,2,Campeones
352,357.0,1,332.97,332.97,Accesorios,0,Dormidos / Perdidos
353,,0,0.0,0.0,,-1,Sin Actividad
354,38.0,19,37881.85,1993.78,Celulares,1,En riesgo (alto valor)
355,14.0,11,16160.8,1469.16,Celulares,1,En riesgo (alto valor)
356,68.0,3,9329.8,3109.93,Laptops,3,Nuevos / Prometedores
357,4.0,57,1694736.13,29732.21,Celulares,2,Campeones
358,262.0,31,47602.74,1535.57,Celulares,2,Campeones
359,,0,0.0,0.0,,-1,Sin Actividad
360,,0,0.0,0.0,,-1,Sin Actividad
361,18.0,19,44471.54,2340.61,Celulares,1,En riesgo (alto valor)
362,375.0,2,938.01,469.0,Hogar Inteligente,0,Dormidos / Perdidos
363,,0,0.0,0.0,,-1,Sin Actividad
364,101.0,4,5183.97,1295.99,Tablets,3,Nuevos / Prometedores
365,290.0,5,8179.4800000000005,1635.9,Celulares,0,Dormidos / Perdidos
366,46.0,3,5193.8099999999995,1731.27,Celulares,3,Nuevos / Prometedores
367,296.0,5,1792923.8800000001,358584.78,Celulares,2,Campeones
368,13.0,7,10590.82,1512.97,Sin Categoria,1,En riesgo (alto valor)
369,372.0,8,22521.87,2815.23,Celulares,1,En riesgo (alto valor)
370,,0,0.0,0.0,,-1,Sin Actividad
371,40.0,1,2359.03,2359.03,Celulares,3,Nuevos / Prometedores
372,11.0,8,7401.82,925.23,Computadoras,1,En riesgo (alto valor)
373,1.0,35,90853.25,2595.81,Laptops,2,Campeones
374,288.0,16,51764.72,3235.3,Celulares,1,En riesgo (alto valor)
375,337.0,5,9186.65,1837.33,Tablets,0,Dormidos / Perdidos
376,13.0,11,896594.65,81508.6,Celulares,2,Campeones
377,31.0,11,17040.14,1549.1,Laptops,1,En riesgo (alto valor)
378,370.0,15,24267.58,1617.84,Celulares,1,En riesgo (alto valor)
379,4.0,7,14151.81,2021.69,Celulares,1,En riesgo (alto valor)
380,,0,0.0,0.0,,-1,Sin Actividad
381,36.0,15,912406.0999999999,60827.07,Sin Categoria,2,Campeones
382,22.0,6,6735.860000000001,1122.64,Celulares,3,Nuevos / Prometedores
383,,0,0.0,0.0,,-1,Sin Actividad
384,18.0,8,22724.58,2840.57,Celulares,1,En riesgo (alto valor)
385,9.0,81,159579.85,1970.12,Celulares,2,Campeones
386,21.0,3,8709.01,2903.0,Celulares,3,Nuevos / Prometedores
387,387.0,3,4169.0,1389.67,Celulares,0,Dormidos / Perdidos
388,427.0,1,4046.16,4046.16,Audio,0,Dormidos / Perdidos
389,15.0,37,347141.34,9382.2,Perifericos,2,Campeones
390,78.0,7,18795.7,2685.1,Gaming,1,En riesgo (alto valor)
391,171.0,1,1403.68,1403.68,Tablets,3,Nuevos / Prometedores
392,221.0,2,2307.42,1153.71,Laptops,3,Nuevos / Prometedores
393,,0,0.0,0.0,,-1,Sin Actividad
394,533.0,2,2564.1099999999997,1282.05,Gaming,0,Dormidos / Perdidos
395,,0,0.0,0.0,,-1,Sin Actividad
396,103.0,5,12329.64,2465.93,Celulares,1,En riesgo (alto valor)
397,,0,0.0,0.0,,-1,Sin Actividad
398,406.0,7,10215.5,1459.36,Celulares,0,Dormidos / Perdidos
399,,0,0.0,0.0,,-1,Sin Actividad
400,169.0,2,1906.57,953.28,Sin Categoria,3,Nuevos / Prometedores
401,3.0,2,1632.06,816.03,Tablets,3,Nuevos / Prometedores
402,383.0,4,9154.3,2288.57,Celulares,0,Dormidos / Perdidos
403,53.0,9,24373.09,2708.12,Celulares,1,En riesgo (alto valor)
404,,0,0.0,0.0,,-1,Sin Actividad
405,1.0,18,36411.09,2022.84,Laptops,1,En riesgo (alto valor)
406,40.0,8,15888.82,1986.1,Computadoras,1,En riesgo (alto valor)
